index,PCU333132333132
1993-10-01,138.6
1993-11-01,138.7
1993-12-01,140.8
1994-01-01,140.8
1994-02-01,141.0
1994-03-01,140.9
1994-04-01,140.9
1994-05-01,140.6
1994-06-01,140.5
1994-07-01,140.8
1994-08-01,140.8
1994-09-01,141.0
1994-10-01,141.8
1994-11-01,141.8
1994-12-01,141.8
1995-01-01,142.1
1995-02-01,142.6
1995-03-01,143.3
1995-04-01,145.7
1995-05-01,145.7
1995-06-01,145.8
1995-07-01,146.3
1995-08-01,146.8
1995-09-01,148.8
1995-10-01,149.6
1995-11-01,149.7
1995-12-01,149.8
1996-01-01,151.5
1996-02-01,152.0
1996-03-01,152.0
1996-04-01,152.1
1996-05-01,152.1
1996-06-01,152.8
1996-07-01,152.9
1996-08-01,152.9
1996-09-01,153.0
1996-10-01,153.4
1996-11-01,153.6
1996-12-01,154.3
1997-01-01,154.7
1997-02-01,155.0
1997-03-01,155.9
1997-04-01,156.7
1997-05-01,156.8
1997-06-01,156.8
1997-07-01,156.9
1997-08-01,157.1
1997-09-01,157.3
1997-10-01,157.9
1997-11-01,158.2
1997-12-01,158.3
1998-01-01,159.6
1998-02-01,159.5
1998-03-01,159.7
1998-04-01,160.2
1998-05-01,160.1
1998-06-01,160.1
1998-07-01,160.1
1998-08-01,160.4
1998-09-01,160.4
1998-10-01,160.7
1998-11-01,160.7
1998-12-01,160.7
1999-01-01,161.0
1999-02-01,161.4
1999-03-01,161.5
1999-04-01,161.5
1999-05-01,161.5
1999-06-01,161.6
1999-07-01,161.6
1999-08-01,161.2
1999-09-01,161.2
1999-10-01,161.2
1999-11-01,161.5
1999-12-01,161.6
2000-01-01,161.8
2000-02-01,161.7
2000-03-01,161.7
2000-04-01,161.7
2000-05-01,161.8
2000-06-01,161.8
2000-07-01,161.7
2000-08-01,161.7
2000-09-01,161.8
2000-10-01,162.7
2000-11-01,162.7
2000-12-01,163.0
2001-01-01,166.5
2001-02-01,167.5
2001-03-01,167.6
2001-04-01,168.0
2001-05-01,168.0
2001-06-01,168.6
2001-07-01,168.8
2001-08-01,168.9
2001-09-01,168.9
2001-10-01,169.4
2001-11-01,169.3
2001-12-01,169.3
2002-01-01,169.6
2002-02-01,169.7
2002-03-01,169.9
2002-04-01,170.1
2002-05-01,170.2
2002-06-01,170.2
2002-07-01,170.2
2002-08-01,170.2
2002-09-01,170.4
2002-10-01,170.4
2002-11-01,167.2
2002-12-01,167.2
2003-01-01,170.0
2003-02-01,170.0
2003-03-01,170.2
2003-04-01,171.1
2003-05-01,171.3
2003-06-01,171.8
2003-07-01,172.0
2003-08-01,172.0
2003-09-01,172.5
2003-10-01,172.6
2003-11-01,172.6
2003-12-01,172.9
2004-01-01,173.4
2004-02-01,173.7
2004-03-01,174.6
2004-04-01,176.0
2004-05-01,177.3
2004-06-01,177.3
2004-07-01,177.2
2004-08-01,178.2
2004-09-01,178.5
2004-10-01,178.8
2004-11-01,180.5
2004-12-01,182.5
2005-01-01,185.0
2005-02-01,185.8
2005-03-01,190.0
2005-04-01,190.7
2005-05-01,191.8
2005-06-01,192.7
2005-07-01,193.3
2005-08-01,193.4
2005-09-01,194.1
2005-10-01,195.1
2005-11-01,200.3
2005-12-01,201.8
2006-01-01,202.5
2006-02-01,204.8
2006-03-01,205.6
2006-04-01,206.3
2006-05-01,209.1
2006-06-01,210.4
2006-07-01,211.2
2006-08-01,212.0
2006-09-01,212.5
2006-10-01,216.2
2006-11-01,216.3
2006-12-01,216.5
2007-01-01,220.4
2007-02-01,222.2
2007-03-01,223.2
2007-04-01,224.7
2007-05-01,224.7
2007-06-01,225.7
2007-07-01,227.3
2007-08-01,227.5
2007-09-01,227.6
2007-10-01,227.5
2007-11-01,227.7
2007-12-01,228.1
2008-01-01,230.1
2008-02-01,233.2
2008-03-01,240.7
2008-04-01,242.3
2008-05-01,242.7
2008-06-01,244.8
2008-07-01,246.9
2008-08-01,247.8
2008-09-01,248.5
2008-10-01,249.0
2008-11-01,249.9
2008-12-01,250.2
2009-01-01,249.8
2009-02-01,250.1
2009-03-01,250.2
2009-04-01,249.6
2009-05-01,250.8
2009-06-01,246.8
2009-07-01,249.9
2009-08-01,246.8
2009-09-01,246.7
2009-10-01,246.9
2009-11-01,246.8
2009-12-01,246.8
2010-01-01,246.9
2010-02-01,247.4
2010-03-01,246.2
2010-04-01,246.9
2010-05-01,247.0
2010-06-01,247.3
2010-07-01,246.8
2010-08-01,246.8
2010-09-01,247.2
2010-10-01,247.5
2010-11-01,246.5
2010-12-01,248.1
2011-01-01,248.5
2011-02-01,249.3
2011-03-01,249.4
2011-04-01,251.0
2011-05-01,251.9
2011-06-01,254.6
2011-07-01,255.4
2011-08-01,255.5
2011-09-01,256.2
2011-10-01,256.2
2011-11-01,256.3
2011-12-01,256.4
2012-01-01,257.5
2012-02-01,257.9
2012-03-01,258.4
2012-04-01,260.7
2012-05-01,261.0
2012-06-01,261.4
2012-07-01,261.8
2012-08-01,261.9
2012-09-01,261.9
2012-10-01,261.9
2012-11-01,262.3
2012-12-01,262.3
2013-01-01,263.5
2013-02-01,263.6
2013-03-01,263.9
2013-04-01,264.0
2013-05-01,263.2
2013-06-01,263.2
2013-07-01,263.2
2013-08-01,263.6
2013-09-01,263.8
2013-10-01,264.1
2013-11-01,264.4
2013-12-01,264.7
2014-01-01,266.8
2014-02-01,268.4
2014-03-01,267.8
2014-04-01,267.5
2014-05-01,267.5
2014-06-01,267.6
2014-07-01,267.7
2014-08-01,267.8
2014-09-01,268.2
2014-10-01,268.0
2014-11-01,268.0
2014-12-01,268.3
2015-01-01,268.4
2015-02-01,267.9
2015-03-01,268.2
2015-04-01,268.1
2015-05-01,269.7
2015-06-01,269.6
2015-07-01,267.5
2015-08-01,267.4
2015-09-01,267.2
2015-10-01,267.2
2015-11-01,266.9
2015-12-01,266.9
2016-01-01,266.9
2016-02-01,266.7
2016-03-01,266.7
2016-04-01,266.4
2016-05-01,266.4
2016-06-01,266.4
2016-07-01,266.4
2016-08-01,265.2
2016-09-01,265.2
2016-10-01,265.2
2016-11-01,265.7
2016-12-01,265.7
2017-01-01,265.3
2017-02-01,265.4
2017-03-01,265.4
2017-04-01,265.5
2017-05-01,265.4
2017-06-01,265.4
2017-07-01,265.1
2017-08-01,265.1
2017-09-01,265.0
2017-10-01,265.9
2017-11-01,265.8
2017-12-01,265.8
2018-01-01,267.4
2018-02-01,267.3
2018-03-01,267.5
2018-04-01,267.5
2018-05-01,267.5
2018-06-01,267.3
2018-07-01,267.4
2018-08-01,268.5
2018-09-01,269.0
2018-10-01,269.0
2018-11-01,269.0
2018-12-01,268.9
2019-01-01,269.3
2019-02-01,272.1
2019-03-01,272.1
2019-04-01,272.1
2019-05-01,272.1
2019-06-01,272.3
2019-07-01,272.3
2019-08-01,272.3
2019-09-01,272.3
2019-10-01,270.0
2019-11-01,270.0
2019-12-01,270.0
2020-01-01,268.8
2020-02-01,268.9
2020-03-01,268.9
2020-04-01,269.5
2020-05-01,269.5
2020-06-01,269.5
2020-07-01,269.5
2020-08-01,269.5
2020-09-01,269.5
2020-10-01,270.3
2020-11-01,270.3
2020-12-01,270.3
2021-01-01,270.3
2021-02-01,270.1
2021-03-01,270.1
2021-04-01,270.1
2021-05-01,270.1
2021-06-01,273.8
2021-07-01,275.043
2021-08-01,275.621
2021-09-01,275.623
2021-10-01,277.234
2021-11-01,278.296
2021-12-01,278.941
2022-01-01,285.23
2022-02-01,285.339
2022-03-01,285.584
2022-04-01,285.584
2022-05-01,288.584
2022-06-01,289.708
2022-07-01,290.022
2022-08-01,290.125
2022-09-01,291.546
2022-10-01,303.764
2022-11-01,304.13
2022-12-01,304.16
2023-01-01,306.699
2023-02-01,306.7
2023-03-01,307.977
2023-04-01,309.193
2023-05-01,309.201
2023-06-01,309.227
2023-07-01,309.237
2023-08-01,309.237
2023-09-01,311.535
2023-10-01,311.535
2023-11-01,311.681
2023-12-01,317.83
2024-01-01,323.511
2024-02-01,321.612
2024-03-01,321.612
2024-04-01,321.612
2024-05-01,321.612
2024-06-01,321.612
